"PROBEID","SYMBOL","GENENAME"
"207132_x_at","PFDN5","prefoldin subunit 5"
"207133_x_at","ALPK1","alpha kinase 1"
"207135_at","HTR2A","5-hydroxytryptamine receptor 2A"
"207136_at","ARR3","arrestin 3"
"207138_at","PHF2","PHD finger protein 2"
"207139_at","ATP4A","ATPase H+/K+ transporting subunit alpha"
"207140_at","ALPI","alkaline phosphatase, intestinal"
"207141_s_at","KCNJ3","potassium inwardly rectifying channel subfamily J member 3"
"207143_at","CDK6","cyclin dependent kinase 6"
"207144_s_at","CITED1","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1"
"207145_at","MSTN","myostatin"
"207146_at","KRT32","keratin 32"
"207147_at","DLX2","distal-less homeobox 2"
"207148_x_at","MYOZ2","myozenin 2"
"207149_at","CDH12","cadherin 12"
"207150_at","SLC18A3","solute carrier family 18 member A3"
"207151_at","ADCYAP1R1","ADCYAP receptor type I"
"207152_at","NTRK2","neurotrophic receptor tyrosine kinase 2"
"207153_s_at","GLMN","glomulin, FKBP associated protein"
"207154_at","DIO3","iodothyronine deiodinase 3"
"207156_at","H2AC11","H2A clustered histone 11"
"207157_s_at","GNG5","G protein subunit gamma 5"
"207158_at","APOBEC1","apolipoprotein B mRNA editing enzyme catalytic subunit 1"
"207159_x_at","CRTC1","CREB regulated transcription coactivator 1"
"207160_at","IL12A","interleukin 12A"
"207161_at","KIAA0087","KIAA0087 lncRNA"
"207162_s_at","CACNA1B","calcium voltage-gated channel subunit alpha1 B"
"207163_s_at","AKT1","AKT serine/threonine kinase 1"
"207164_s_at","ZBTB18","zinc finger and BTB domain containing 18"
"207165_at","HMMR","hyaluronan mediated motility receptor"
"207166_at","GNGT1","G protein subunit gamma transducin 1"
"207167_at","CD101","CD101 molecule"
"207170_s_at","LETMD1","LETM1 domain containing 1"
"207172_s_at","CDH11","cadherin 11"
"207174_at","GPC5","glypican 5"
"207175_at","ADIPOQ","adiponectin, C1Q and collagen domain containing"
"207178_s_at","FRK","fyn related Src family tyrosine kinase"
"207179_at","TLX1","T cell leukemia homeobox 1"
"207180_s_at","HTATIP2","HIV-1 Tat interactive protein 2"
"207181_s_at","CASP7","caspase 7"
"207182_at","GABRA6","gamma-aminobutyric acid type A receptor subunit alpha6"
"207183_at","GPR19","G protein-coupled receptor 19"
"207184_at","SLC6A13","solute carrier family 6 member 13"
"207185_at","SLC10A1","solute carrier family 10 member 1"
"207186_s_at","BPTF","bromodomain PHD finger transcription factor"
"207187_at","JAK3","Janus kinase 3"
"207188_at","CDK3","cyclin dependent kinase 3"
"207188_at","TEN1-CDK3","TEN1-CDK3 readthrough (NMD candidate)"
"207189_s_at","ZZEF1","zinc finger ZZ-type and EF-hand domain containing 1"
"207191_s_at","ISLR","immunoglobulin superfamily containing leucine rich repeat"
"207192_at","DNASE1L2","deoxyribonuclease 1 like 2"
"207193_at","AGRP","agouti related neuropeptide"
"207194_s_at","ICAM4","intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)"
"207195_at","CNTN6","contactin 6"
"207196_s_at","TNIP1","TNFAIP3 interacting protein 1"
"207197_at","ZIC3","Zic family member 3"
"207200_at","OTC","ornithine transcarbamylase"
"207201_s_at","SLC22A1","solute carrier family 22 member 1"
"207202_s_at","NR1I2","nuclear receptor subfamily 1 group I member 2"
"207204_at","FSCN2","fascin actin-bundling protein 2, retinal"
"207205_at","CEACAM4","CEA cell adhesion molecule 4"
"207206_s_at","ALOX12","arachidonate 12-lipoxygenase, 12S type"
"207207_at","RBMXL2","RBMX like 2"
"207209_at","CETN1","centrin 1"
"207210_at","GABRA3","gamma-aminobutyric acid type A receptor subunit alpha3"
"207211_at","USP2","ubiquitin specific peptidase 2"
"207212_at","SLC9A3","solute carrier family 9 member A3"
"207214_at","SPINK4","serine peptidase inhibitor Kazal type 4"
"207215_at","GSTT4","glutathione S-transferase theta 4"
"207215_at","GSTTP2","glutathione S-transferase theta pseudogene 2"
"207216_at","TNFSF8","TNF superfamily member 8"
"207218_at","F9","coagulation factor IX"
"207219_at","ZFP69B","ZFP69 zinc finger protein B"
"207220_at","ART4","ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)"
"207221_at","F2RL3","F2R like thrombin or trypsin receptor 3"
"207222_at","PLA2G10","phospholipase A2 group X"
"207223_s_at","PTBP3","polypyrimidine tract binding protein 3"
"207224_s_at","SIGLEC7","sialic acid binding Ig like lectin 7"
"207225_at","AANAT","aralkylamine N-acetyltransferase"
"207226_at","H2BC15","H2B clustered histone 15"
"207227_x_at","RFPL2","ret finger protein like 2"
"207228_at","PRKACG","protein kinase cAMP-activated catalytic subunit gamma"
"207229_at","KLRA1P","killer cell lectin like receptor A1, pseudogene"
"207231_at","DZIP3","DAZ interacting zinc finger protein 3"
"207234_at","RFX3","regulatory factor X3"
"207236_at","ZNF345","zinc finger protein 345"
"207237_at","KCNA3","potassium voltage-gated channel subfamily A member 3"
"207239_s_at","CDK16","cyclin dependent kinase 16"
"207240_s_at","LHCGR","luteinizing hormone/choriogonadotropin receptor"
"207241_at","LINC01587","long intergenic non-protein coding RNA 1587"
"207245_at","UGT2B17","UDP glucuronosyltransferase family 2 member B17"
"207245_at","UGT2B15","UDP glucuronosyltransferase family 2 member B15"
"207246_at","ZFY","zinc finger protein Y-linked"
"207247_s_at","ZFX","zinc finger protein X-linked"
"207248_at","KCNA4","potassium voltage-gated channel subfamily A member 4"
"207249_s_at","SLC28A2","solute carrier family 28 member 2"
"207250_at","SIX6","SIX homeobox 6"
"207251_at","MEP1B","meprin A subunit beta"
"207252_at","INE1","inactivation escape 1"
"207253_s_at","UBN1","ubinuclein 1"
"207254_at","SLC15A1","solute carrier family 15 member 1"
"207256_at","MBL2","mannose binding lectin 2"
"207257_at","EPO","erythropoietin"
"207258_at","DSCR4","Down syndrome critical region 4"
"207259_at","ANKRD40CL","ANKRD40 C-terminal like"
"207260_at","FEV","FEV transcription factor, ETS family member"
"207261_at","CNGA3","cyclic nucleotide gated channel subunit alpha 3"
"207262_at","APOF","apolipoprotein F"
"207263_x_at","VEZT","vezatin, adherens junctions transmembrane protein"
"207267_s_at","RIPPLY3","ripply transcriptional repressor 3"
"207268_x_at","ABI2","abl interactor 2"
"207269_at","DEFA4","defensin alpha 4"
"207270_x_at","CD300C","CD300c molecule"
"207274_at","CHRNE","cholinergic receptor nicotinic epsilon subunit"
"207276_at","CDR1","cerebellar degeneration related 1"
"207280_at","RNF185-AS1","RNF185 antisense RNA 1"
"207281_x_at","VCX2","variable charge X-linked 2"
"207282_s_at","MYOG","myogenin"
"207283_at","RPL23AP32","ribosomal protein L23a pseudogene 32"
"207287_at","BIN3-IT1","BIN3 intronic transcript 1"
"207289_at","MMP25","matrix metallopeptidase 25"
"207290_at","PLXNA2","plexin A2"
"207291_at","PRRG4","proline rich and Gla domain 4"
"207292_s_at","MAPK7","mitogen-activated protein kinase 7"
"207293_s_at","AGTR2","angiotensin II receptor type 2"
"207295_at","SCNN1G","sodium channel epithelial 1 subunit gamma"
"207296_at","ZNF343","zinc finger protein 343"
"207298_at","SLC17A3","solute carrier family 17 member 3"
"207299_s_at","GRM1","glutamate metabotropic receptor 1"
"207300_s_at","F7","coagulation factor VII"
"207301_at","EFNA5","ephrin A5"
"207302_at","SGCG","sarcoglycan gamma"
"207304_at","ZNF45","zinc finger protein 45"
"207305_s_at","TRAPPC8","trafficking protein particle complex subunit 8"
"207306_at","TCF15","transcription factor 15"
"207307_at","HTR2C","5-hydroxytryptamine receptor 2C"
"207308_at","SLCO1A2","solute carrier organic anion transporter family member 1A2"
"207311_at","DOC2B","double C2 domain beta"
"207312_at","PHKG1","phosphorylase kinase catalytic subunit gamma 1"
"207313_x_at","KIR3DL2","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2"
"207314_x_at","KIR3DL1","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1"
"207315_at","CD226","CD226 molecule"
"207316_at","HAS1","hyaluronan synthase 1"
"207317_s_at","CASQ2","calsequestrin 2"
"207318_s_at","CDK13","cyclin dependent kinase 13"
"207320_x_at","STAU1","staufen double-stranded RNA binding protein 1"
"207324_s_at","DSC1","desmocollin 1"
"207325_x_at","MAGEA1","MAGE family member A1"
"207326_at","BTC","betacellulin"
"207328_at","ALOX15","arachidonate 15-lipoxygenase"
"207329_at","MMP8","matrix metallopeptidase 8"
"207330_at","PZP","PZP alpha-2-macroglobulin like"
"207331_at","CENPF","centromere protein F"
"207332_s_at","TFRC","transferrin receptor"
"207333_at","NMBR","neuromedin B receptor"
"207334_s_at","TGFBR2","transforming growth factor beta receptor 2"
"207335_x_at","ATP5ME","ATP synthase membrane subunit e"
"207337_at","CTAG2","cancer/testis antigen 2"
"207338_s_at","ZNF200","zinc finger protein 200"
"207341_at","PRTN3","proteinase 3"
"207342_at","CNGB1","cyclic nucleotide gated channel subunit beta 1"
"207343_at","LYZL6","lysozyme like 6"
"207344_at","AKAP3","A-kinase anchoring protein 3"
"207346_at","STX2","syntaxin 2"
"207347_at","ERCC6","ERCC excision repair 6, chromatin remodeling factor"
"207349_s_at","UCP3","uncoupling protein 3"
"207350_s_at","VAMP4","vesicle associated membrane protein 4"
"207351_s_at","SH2D2A","SH2 domain containing 2A"
"207353_s_at","HMX1","H6 family homeobox 1"
"207354_at","CCL16","C-C motif chemokine ligand 16"
"207355_at","SLC1A7","solute carrier family 1 member 7"
"207356_at","DEFB4A","defensin beta 4A"
"207356_at","DEFB4B","defensin beta 4B"
"207357_s_at","GALNT10","polypeptide N-acetylgalactosaminyltransferase 10"
"207359_at","CAMKK2","calcium/calmodulin dependent protein kinase kinase 2"
"207360_s_at","NTSR1","neurotensin receptor 1"
"207361_at","HBP1","HMG-box transcription factor 1"
"207362_at","SLC30A4","solute carrier family 30 member 4"
"207363_at","RS1","retinoschisin 1"
"207364_at","TEX28","testis expressed 28"
"207365_x_at","USP34","ubiquitin specific peptidase 34"
"207366_at","KCNS1","potassium voltage-gated channel modifier subfamily S member 1"
"207367_at","ATP12A","ATPase H+/K+ transporting non-gastric alpha2 subunit"
"207368_at","HTR1D","5-hydroxytryptamine receptor 1D"
"207370_at","IBSP","integrin binding sialoprotein"
"207372_s_at","ENTPD2","ectonucleoside triphosphate diphosphohydrolase 2"
"207373_at","HOXD10","homeobox D10"
"207374_at","PLSCR2","phospholipid scramblase 2"
"207375_s_at","IL15RA","interleukin 15 receptor subunit alpha"
"207376_at","VENTX","VENT homeobox"
"207377_at","PPP1R2C","PPP1R2C family member C"
"207378_at","TREH","trehalase"
"207381_at","ALOX12B","arachidonate 12-lipoxygenase, 12R type"
"207383_s_at","RHBDL1","rhomboid like 1"
"207384_at","PGLYRP1","peptidoglycan recognition protein 1"
"207385_at","TFDP3","transcription factor Dp family member 3"
"207386_at","CYP7B1","cytochrome P450 family 7 subfamily B member 1"
"207387_s_at","GK","glycerol kinase"
"207388_s_at","PTGES","prostaglandin E synthase"
"207389_at","GP1BA","glycoprotein Ib platelet subunit alpha"
"207391_s_at","PIP5K1A","phosphatidylinositol-4-phosphate 5-kinase type 1 alpha"
"207393_at","HCRTR2","hypocretin receptor 2"
"207394_at","ZNF137P","zinc finger protein 137, pseudogene"
"207395_at","BTN1A1","butyrophilin subfamily 1 member A1"
"207396_s_at","ALG3","ALG3 alpha-1,3- mannosyltransferase"
"207397_s_at","HOXD13","homeobox D13"
"207399_at","BFSP2","beaded filament structural protein 2"
"207400_at","NPY5R","neuropeptide Y receptor Y5"
"207401_at","PROX1","prospero homeobox 1"
"207402_at","ZNF132","zinc finger protein 132"
"207404_s_at","HTR1E","5-hydroxytryptamine receptor 1E"
"207405_s_at","RAD17","RAD17 checkpoint clamp loader component"
"207406_at","CYP7A1","cytochrome P450 family 7 subfamily A member 1"
"207408_at","SLC22A14","solute carrier family 22 member 14"
"207409_at","LECT2","leukocyte cell derived chemotaxin 2"
"207410_s_at","TLX2","T cell leukemia homeobox 2"
"207412_x_at","CELP","carboxyl ester lipase pseudogene"
"207413_s_at","SCN5A","sodium voltage-gated channel alpha subunit 5"
"207415_at","PLA2R1","phospholipase A2 receptor 1"
"207416_s_at","NFATC3","nuclear factor of activated T cells 3"
"207417_s_at","ZNF177","zinc finger protein 177"
"207417_s_at","ZNF559-ZNF177","ZNF559-ZNF177 readthrough"
"207418_s_at","DDO","D-aspartate oxidase"
"207419_s_at","RAC2","Rac family small GTPase 2"
"207420_at","COLEC10","collectin subfamily member 10"
"207421_at","CA5A","carbonic anhydrase 5A"
"207422_at","ADAM20","ADAM metallopeptidase domain 20"
"207424_at","MYF5","myogenic factor 5"
"207426_s_at","TNFSF4","TNF superfamily member 4"
"207427_at","ACR","acrosin"
"207428_x_at","CDK11B","cyclin dependent kinase 11B"
"207429_at","SLC22A2","solute carrier family 22 member 2"
"207430_s_at","MSMB","microseminoprotein beta"
"207431_s_at","DEGS1","delta 4-desaturase, sphingolipid 1"
"207432_at","BEST2","bestrophin 2"
"207433_at","IL10","interleukin 10"
"207434_s_at","FXYD6","FXYD domain containing ion transport regulator 6"
"207434_s_at","FXYD6-FXYD2","FXYD6-FXYD2 readthrough"
"207436_x_at","SORBS1","sorbin and SH3 domain containing 1"
"207438_s_at","SNUPN","snurportin 1"
"207439_s_at","SLC35A2","solute carrier family 35 member A2"
"207441_at","SMR3B","submaxillary gland androgen regulated protein 3B"
"207442_at","CSF3","colony stimulating factor 3"
"207443_at","NR2E1","nuclear receptor subfamily 2 group E member 1"
"207444_at","SLC22A13","solute carrier family 22 member 13"
"207445_s_at","CCR9","C-C motif chemokine receptor 9"
"207446_at","TLR6","toll like receptor 6"
"207447_s_at","MGAT4C","MGAT4 family member C"
"207450_s_at","POU6F2","POU class 6 homeobox 2"
"207451_at","NKX2-8","NK2 homeobox 8"
"207452_s_at","CNTN5","contactin 5"
"207453_s_at","DNAJB5","DnaJ heat shock protein family (Hsp40) member B5"
"207454_at","GRIK3","glutamate ionotropic receptor kainate type subunit 3"
"207455_at","P2RY1","purinergic receptor P2Y1"
"207456_at","HNF4G","hepatocyte nuclear factor 4 gamma"
"207457_s_at","LY6G6D","lymphocyte antigen 6 family member G6D"
"207458_at","RHPN1-AS1","RHPN1 antisense RNA 1 (head to head)"
"207459_x_at","GYPB","glycophorin B (MNS blood group)"
"207460_at","GZMM","granzyme M"
"207462_at","GLRA2","glycine receptor alpha 2"
"207463_x_at","PRSS3","serine protease 3"
"207466_at","GAL","galanin and GMAP prepropeptide"
"207468_s_at","SFRP5","secreted frizzled related protein 5"
"207469_s_at","PIR","pirin"
"207473_at","MLN","motilin"
"207475_at","FABP2","fatty acid binding protein 2"
"207480_s_at","MEIS2","Meis homeobox 2"
"207482_at","TP53TG5","TP53 target 5"
"207485_x_at","BTN3A1","butyrophilin subfamily 3 member A1"
"207486_x_at","CHN2","chimerin 2"
"207489_at","RPS2P45","ribosomal protein S2 pseudogene 45"
"207490_at","TUBA4B","tubulin alpha 4b"
"207491_at","MOGAT2","monoacylglycerol O-acyltransferase 2"
"207492_at","NGLY1","N-glycanase 1"
"207493_x_at","SSX2","SSX family member 2"
"207493_x_at","SSX2B","SSX family member 2B"
"207494_s_at","ZNF76","zinc finger protein 76"
"207495_at","RAB28","RAB28, member RAS oncogene family"
"207496_at","MS4A2","membrane spanning 4-domains A2"
"207498_s_at","CYP2D6","cytochrome P450 family 2 subfamily D member 6"
"207498_s_at","CYP2D7","cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)"
"207498_s_at","LOC101929829","cytochrome P450 family 2 subfamily D member 6 pseudogene"
"207499_x_at","UNC45A","unc-45 myosin chaperone A"
"207500_at","CASP5","caspase 5"
"207501_s_at","FGF12","fibroblast growth factor 12"
"207502_at","GUCA2B","guanylate cyclase activator 2B"
"207503_at","TCP10L3","t-complex 10 like 3 (pseudogene)"
"207504_at","CA7","carbonic anhydrase 7"
"207505_at","PRKG2","protein kinase cGMP-dependent 2"
"207506_at","GLRX3","glutaredoxin 3"
"207507_s_at","ATP5MC3","ATP synthase membrane subunit c locus 3"
"207509_s_at","LAIR2","leukocyte associated immunoglobulin like receptor 2"
"207510_at","BDKRB1","bradykinin receptor B1"
"207513_s_at","ZNF189","zinc finger protein 189"
"207514_s_at","GNAT1","G protein subunit alpha transducin 1"
"207515_s_at","POLR1C","RNA polymerase I and III subunit C"
"207516_at","CHRNB4","cholinergic receptor nicotinic beta 4 subunit"
"207519_at","SLC6A4","solute carrier family 6 member 4"
"207520_at","RO60","Ro60, Y RNA binding protein"
"207521_s_at","ATP2A3","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3"
"207523_at","TSBP1","testis expressed basic protein 1"
"207524_at","ST7","suppression of tumorigenicity 7"
"207524_at","ST7-OT3","ST7 overlapping transcript 3"
"207525_s_at","GIPC1","GIPC PDZ domain containing family member 1"
"207526_s_at","IL1RL1","interleukin 1 receptor like 1"
"207527_at","KCNJ9","potassium inwardly rectifying channel subfamily J member 9"
"207528_s_at","SLC7A11","solute carrier family 7 member 11"
"207529_at","DEFA5","defensin alpha 5"
"207530_s_at","CDKN2B","cyclin dependent kinase inhibitor 2B"
"207531_at","CRYGC","crystallin gamma C"
"207532_at","CRYGD","crystallin gamma D"
"207533_at","CCL1","C-C motif chemokine ligand 1"
"207534_at","MAGEB1","MAGE family member B1"
"207535_s_at","NFKB2","nuclear factor kappa B subunit 2"
"207536_s_at","TNFRSF9","TNF receptor superfamily member 9"
"207537_at","PFKFB1","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
"207538_at","IL4","interleukin 4"
"207540_s_at","SYK","spleen associated tyrosine kinase"
"207542_s_at","AQP1","aquaporin 1 (Colton blood group)"
"207543_s_at","P4HA1","prolyl 4-hydroxylase subunit alpha 1"
"207544_s_at","ADH6","alcohol dehydrogenase 6 (class V)"
"207545_s_at","NUMB","NUMB endocytic adaptor protein"
"207545_s_at","LOC101928143","uncharacterized LOC101928143"
"207547_s_at","FAM107A","family with sequence similarity 107 member A"
"207548_at","GRM7","glutamate metabotropic receptor 7"
"207549_x_at","CD46","CD46 molecule"
"207550_at","MPL","MPL proto-oncogene, thrombopoietin receptor"
"207551_s_at","MSL3","MSL complex subunit 3"
"207552_at","ATP5MC2","ATP synthase membrane subunit c locus 2"
"207553_at","OPRK1","opioid receptor kappa 1"
"207554_x_at","TBXA2R","thromboxane A2 receptor"
"207556_s_at","DGKZ","diacylglycerol kinase zeta"
"207557_s_at","RYR2","ryanodine receptor 2"
"207558_s_at","PITX2","paired like homeodomain 2"
"207560_at","SLC28A1","solute carrier family 28 member 1"
"207561_s_at","ASIC3","acid sensing ion channel subunit 3"
"207562_at","DGKQ","diacylglycerol kinase theta"
"207563_s_at","OGT","O-linked N-acetylglucosamine (GlcNAc) transferase"
"207565_s_at","MR1","major histocompatibility complex, class I-related"
"207567_at","SLC13A2","solute carrier family 13 member 2"
"207568_at","CHRNA6","cholinergic receptor nicotinic alpha 6 subunit"
"207569_at","ROS1","ROS proto-oncogene 1, receptor tyrosine kinase"
"207570_at","SHOX","SHOX homeobox"
"207571_x_at","THEMIS2","thymocyte selection associated family member 2"
"207572_at","EFCAB2","EF-hand calcium binding domain 2"
"207573_x_at","ATP5MG","ATP synthase membrane subunit g"
"207574_s_at","GADD45B","growth arrest and DNA damage inducible beta"
"207575_at","GOLGA6B","golgin A6 family member B"
"207575_at","GOLGA6A","golgin A6 family member A"
"207576_x_at","OXT","oxytocin/neurophysin I prepropeptide"
"207577_at","HTR4","5-hydroxytryptamine receptor 4"
"207579_at","MAGEB3","MAGE family member B3"
"207580_at","MAGEB4","MAGE family member B4"
"207582_at","PIN1P1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1"
"207583_at","ABCD2","ATP binding cassette subfamily D member 2"
"207584_at","LPA","lipoprotein(a)"
"207585_s_at","RPL36AL","ribosomal protein L36a like"
"207586_at","SHH","sonic hedgehog signaling molecule"
"207587_at","CRYGA","crystallin gamma A"
"207589_at","ADRA1B","adrenoceptor alpha 1B"
"207591_s_at","ARID1A","AT-rich interaction domain 1A"
"207592_s_at","HCN2","hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2"
"207593_at","ABCG4","ATP binding cassette subfamily G member 4"
"207594_s_at","SYNJ1","synaptojanin 1"
"207598_x_at","XRCC2","X-ray repair cross complementing 2"
"207599_at","MMP20","matrix metallopeptidase 20"
"207600_at","KCNC3","potassium voltage-gated channel subfamily C member 3"
"207601_at","SULT1B1","sulfotransferase family 1B member 1"
"207602_at","TMPRSS11D","transmembrane serine protease 11D"
"207603_at","SLC4A7","solute carrier family 4 member 7"
"207606_s_at","ARHGAP12","Rho GTPase activating protein 12"
"207607_at","ASCL2","achaete-scute family bHLH transcription factor 2"
"207608_x_at","CYP1A2","cytochrome P450 family 1 subfamily A member 2"
"207610_s_at","ADGRE2","adhesion G protein-coupled receptor E2"
"207611_at","H2BC13","H2B clustered histone 13"
"207612_at","WNT8B","Wnt family member 8B"
"207613_s_at","CAMK2A","calcium/calmodulin dependent protein kinase II alpha"
"207614_s_at","CUL1","cullin 1"
"207615_s_at","GAS8-AS1","GAS8 antisense RNA 1"
"207616_s_at","TANK","TRAF family member associated NFKB activator"
"207618_s_at","BCS1L","BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
"207619_at","HCRTR1","hypocretin receptor 1"
"207620_s_at","CASK","calcium/calmodulin dependent serine protein kinase"
"207621_s_at","PEMT","phosphatidylethanolamine N-methyltransferase"
"207622_s_at","ABCF2-H2BK1","ABCF2-H2BK1 readthrough"
"207622_s_at","ABCF2","ATP binding cassette subfamily F member 2"
"207624_s_at","RPGR","retinitis pigmentosa GTPase regulator"
"207626_s_at","SLC7A2","solute carrier family 7 member 2"
"207627_s_at","TFCP2","transcription factor CP2"
"207628_s_at","BUD23","BUD23 rRNA methyltransferase and ribosome maturation factor"
"207630_s_at","CREM","cAMP responsive element modulator"
"207632_at","MUSK","muscle associated receptor tyrosine kinase"
"207634_at","PDCD1","programmed cell death 1"
"207635_s_at","KCNH1","potassium voltage-gated channel subfamily H member 1"
"207636_at","SERPINI2","serpin family I member 2"
"207637_at","WSCD2","WSC domain containing 2"
"207638_at","TMPRSS15","transmembrane serine protease 15"
"207639_at","FZD9","frizzled class receptor 9"
"207640_x_at","NTN3","netrin 3"
"207641_at","TNFRSF13B","TNF receptor superfamily member 13B"
"207642_at","HCRT","hypocretin neuropeptide precursor"
"207643_s_at","TNFRSF1A","TNF receptor superfamily member 1A"
"207644_at","FOXH1","forkhead box H1"
"207646_s_at","CDY1","chromodomain Y-linked 1"
"207646_s_at","CDY2A","chromodomain Y-linked 2A"
"207646_s_at","CDY2B","chromodomain Y-linked 2B"
"207646_s_at","CDY1B","chromodomain Y-linked 1B"
"207649_at","KRT37","keratin 37"
"207650_x_at","PTGER1","prostaglandin E receptor 1"
"207651_at","GPR171","G protein-coupled receptor 171"
"207652_s_at","CMKLR1","chemerin chemokine-like receptor 1"
"207653_at","FOXD2","forkhead box D2"
"207655_s_at","BLNK","B cell linker"
"207656_s_at","ACOX1","acyl-CoA oxidase 1"
"207659_s_at","MOBP","myelin associated oligodendrocyte basic protein"
"207661_s_at","SH3PXD2A","SH3 and PX domains 2A"
"207662_at","TBX1","T-box transcription factor 1"
"207664_at","ADAM2","ADAM metallopeptidase domain 2"
"207666_x_at","SSX3","SSX family member 3"
"207667_s_at","MAP2K3","mitogen-activated protein kinase kinase 3"
"207668_x_at","PDIA6","protein disulfide isomerase family A member 6"
"207669_at","KRT83","keratin 83"
"207670_at","KRT85","keratin 85"
"207673_at","NPHS1","NPHS1 adhesion molecule, nephrin"
"207674_at","FCAR","Fc alpha receptor"
"207675_x_at","ARTN","artemin"
"207676_at","ONECUT2","one cut homeobox 2"
"207679_at","PAX3","paired box 3"
"207681_at","CXCR3","C-X-C motif chemokine receptor 3"
"207682_s_at","KIF25","kinesin family member 25"
"207684_at","TBX6","T-box transcription factor 6"
"207685_at","CRYBB3","crystallin beta B3"
"207687_at","INHBC","inhibin subunit beta C"
"207689_at","TBX10","T-box transcription factor 10"
"207690_at","ALX3","ALX homeobox 3"
"207691_x_at","ENTPD1","ectonucleoside triphosphate diphosphohydrolase 1"
"207693_at","CACNB4","calcium voltage-gated channel auxiliary subunit beta 4"
"207694_at","POU3F4","POU class 3 homeobox 4"
"207695_s_at","IGSF1","immunoglobulin superfamily member 1"
"207696_at","FUT9","fucosyltransferase 9"
"207697_x_at","LILRB2","leukocyte immunoglobulin like receptor B2"
"207699_at","ZFHX2","zinc finger homeobox 2"
"207701_at","YWHAH-AS1","YWHAH antisense RNA 1"
"207702_s_at","MAGI2","membrane associated guanylate kinase, WW and PDZ domain containing 2"
"207705_s_at","NINL","ninein like"
"207706_at","USH2A","usherin"
"207707_s_at","SEC13","SEC13 homolog, nuclear pore and COPII coat complex component"
"207708_at","ALOXE3","arachidonate epidermal lipoxygenase 3"
"207709_at","PRKAA2","protein kinase AMP-activated catalytic subunit alpha 2"
"207710_at","LCE2B","late cornified envelope 2B"
"207711_at","MTCL2","microtubule crosslinking factor 2"
"207713_s_at","RBCK1","RANBP2-type and C3HC4-type zinc finger containing 1"
"207714_s_at","SERPINH1","serpin family H member 1"
"207715_at","CRYGB","crystallin gamma B"
"207716_at","KRT38","keratin 38"
"207717_s_at","PKP2","plakophilin 2"
"207718_x_at","CYP2A7","cytochrome P450 family 2 subfamily A member 7"
"207720_at","LORICRIN","loricrin cornified envelope precursor protein"
"207722_s_at","BTBD2","BTB domain containing 2"
"207723_s_at","KLRC3","killer cell lectin like receptor C3"
"207724_s_at","SPAST","spastin"
"207725_at","POU4F2","POU class 4 homeobox 2"
"207727_s_at","MUTYH","mutY DNA glycosylase"
"207728_at","ATF7IP","activating transcription factor 7 interacting protein"
"207729_at","CDH9","cadherin 9"
"207730_x_at","TNFAIP8L1","TNF alpha induced protein 8 like 1"
"207732_s_at","DLG3","discs large MAGUK scaffold protein 3"
"207733_x_at","PSG9","pregnancy specific beta-1-glycoprotein 9"
"207734_at","LAX1","lymphocyte transmembrane adaptor 1"
"207735_at","RNF125","ring finger protein 125"
"207736_s_at","TNP2","transition protein 2"
"207738_s_at","NCKAP1","NCK associated protein 1"
"207742_s_at","NR6A1","nuclear receptor subfamily 6 group A member 1"
"207745_at","CABP2","calcium binding protein 2"
"207746_at","POLQ","DNA polymerase theta"
"207747_s_at","DOK4","docking protein 4"
"207749_s_at","PPP2R3A","protein phosphatase 2 regulatory subunit B''alpha"
"207752_x_at","PRB1","proline rich protein BstNI subfamily 1"
"207753_at","ZNF304","zinc finger protein 304"
"207754_at","RASSF8","Ras association domain family member 8"
"207757_at","ZFP2","ZFP2 zinc finger protein"
"207760_s_at","NCOR2","nuclear receptor corepressor 2"
"207761_s_at","TMT1A","thiol methyltransferase 1A"
"207762_at","LPAL2","lipoprotein(a) like 2 (pseudogene)"
"207763_at","S100A5","S100 calcium binding protein A5"
"207764_s_at","HIPK3","homeodomain interacting protein kinase 3"
"207765_s_at","ATOSB","atos homolog B"
"207767_s_at","EGR4","early growth response 4"
"207769_s_at","PQBP1","polyglutamine binding protein 1"
"207771_at","SLC5A2","solute carrier family 5 member 2"
"207772_s_at","PRMT8","protein arginine methyltransferase 8"
"207773_x_at","CYP3A43","cytochrome P450 family 3 subfamily A member 43"
"207775_at","MGC4859","uncharacterized LOC79150"
"207777_s_at","SP140","SP140 nuclear body protein"
"207778_at","REG1CP","regenerating family member 1 gamma, pseudogene"
"207780_at","CYLC2","cylicin 2"
"207781_s_at","ZNF711","zinc finger protein 711"
"207783_x_at","HUWE1","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1"
