"PROBEID","SYMBOL","GENENAME"
"208694_at","PRKDC","protein kinase, DNA-activated, catalytic subunit"
"208695_s_at","RPL39","ribosomal protein L39"
"208696_at","CCT5","chaperonin containing TCP1 subunit 5"
"208697_s_at","EIF3E","eukaryotic translation initiation factor 3 subunit E"
"208699_x_at","TKT","transketolase"
"208709_s_at","NRDC","nardilysin convertase"
"208711_s_at","CCND1","cyclin D1"
"208713_at","HNRNPUL1","heterogeneous nuclear ribonucleoprotein U like 1"
"208714_at","NDUFV1","NADH:ubiquinone oxidoreductase core subunit V1"
"208715_at","TMCO1","transmembrane and coiled-coil domains 1"
"208717_at","OXA1L","OXA1L mitochondrial inner membrane protein"
"208723_at","USP11","ubiquitin specific peptidase 11"
"208725_at","EIF2S2","eukaryotic translation initiation factor 2 subunit beta"
"208727_s_at","CDC42","cell division cycle 42"
"208729_x_at","HLA-B","major histocompatibility complex, class I, B"
"208730_x_at","RAB2A","RAB2A, member RAS oncogene family"
"208736_at","ARPC3","actin related protein 2/3 complex subunit 3"
"208737_at","ATP6V1G1","ATPase H+ transporting V1 subunit G1"
"208738_x_at","SUMO2","small ubiquitin like modifier 2"
"208740_at","SAP18","Sin3A associated protein 18"
"208743_s_at","YWHAB","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta"
"208747_s_at","C1S","complement C1s"
"208748_s_at","FLOT1","flotillin 1"
"208756_at","EIF3I","eukaryotic translation initiation factor 3 subunit I"
"208758_at","ATIC","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"
"208759_at","NCSTN","nicastrin"
"208760_at","UBE2I","ubiquitin conjugating enzyme E2 I"
"208761_s_at","SUMO1","small ubiquitin like modifier 1"
"208765_s_at","HNRNPR","heterogeneous nuclear ribonucleoprotein R"
"208768_x_at","RPL22","ribosomal protein L22"
"208769_at","EIF4EBP2","eukaryotic translation initiation factor 4E binding protein 2"
"208771_s_at","LTA4H","leukotriene A4 hydrolase"
"208772_at","ANKHD1","ankyrin repeat and KH domain containing 1"
"208772_at","ANKHD1-EIF4EBP3","ANKHD1-EIF4EBP3 readthrough"
"208775_at","XPO1","exportin 1"
"208776_at","PSMD11","proteasome 26S subunit, non-ATPase 11"
"208778_s_at","TCP1","t-complex 1"
"208780_x_at","VAPA","VAMP associated protein A"
"208784_s_at","KLHDC3","kelch domain containing 3"
"208785_s_at","MAP1LC3B","microtubule associated protein 1 light chain 3 beta"
"208787_at","MRPL3","mitochondrial ribosomal protein L3"
"208788_at","ELOVL5","ELOVL fatty acid elongase 5"
"208789_at","CAVIN1","caveolae associated protein 1"
"208791_at","CLU","clusterin"
"208793_x_at","SMARCA4","SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4"
"208795_s_at","MCM7","minichromosome maintenance complex component 7"
"208796_s_at","CCNG1","cyclin G1"
"208797_s_at","GOLGA8A","golgin A8 family member A"
"208799_at","PSMB5","proteasome 20S subunit beta 5"
"208805_at","PSMA6","proteasome 20S subunit alpha 6"
"208806_at","CHD3","chromodomain helicase DNA binding protein 3"
"208808_s_at","HMGB2","high mobility group box 2"
"208809_s_at","C6orf62","chromosome 6 open reading frame 62"
"208810_at","TMEM135","transmembrane protein 135"
"208810_at","DNAJB6","DnaJ heat shock protein family (Hsp40) member B6"
"208812_x_at","HLA-C","major histocompatibility complex, class I, C"
"208813_at","GOT1","glutamic-oxaloacetic transaminase 1"
"208814_at","HSPA4","heat shock protein family A (Hsp70) member 4"
"208816_x_at","ANXA2P2","annexin A2 pseudogene 2"
"208817_at","COMT","catechol-O-methyltransferase"
"208819_at","RAB8A","RAB8A, member RAS oncogene family"
"208821_at","SNRPB","small nuclear ribonucleoprotein polypeptides B and B1"
"208822_s_at","DAP3","death associated protein 3"
"208827_at","PSMB6","proteasome 20S subunit beta 6"
"208828_at","POLE3","DNA polymerase epsilon 3, accessory subunit"
"208829_at","TAPBP","TAP binding protein"
"208832_at","ATXN10","ataxin 10"
"208836_at","ATP1B3","ATPase Na+/K+ transporting subunit beta 3"
"208837_at","TMED3","transmembrane p24 trafficking protein 3"
"208844_at","VDAC3","voltage dependent anion channel 3"
"208847_s_at","ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide"
"208850_s_at","THY1","Thy-1 cell surface antigen"
"208854_s_at","STK24","serine/threonine kinase 24"
"208858_s_at","ESYT1","extended synaptotagmin 1"
"208859_s_at","ATRX","ATRX chromatin remodeler"
"208864_s_at","TXN","thioredoxin"
"208868_s_at","GABARAPL1","GABA type A receptor associated protein like 1"
"208871_at","ATN1","atrophin 1"
"208872_s_at","REEP5","receptor accessory protein 5"
"208879_x_at","PRPF6","pre-mRNA processing factor 6"
"208882_s_at","UBR5","ubiquitin protein ligase E3 component n-recognin 5"
"208885_at","LCP1","lymphocyte cytosolic protein 1"
"208886_at","H1-0","H1.0 linker histone"
"208887_at","EIF3G","eukaryotic translation initiation factor 3 subunit G"
"208890_s_at","PLXNB2","plexin B2"
"208891_at","DUSP6","dual specificity phosphatase 6"
"208894_at","HLA-DRA","major histocompatibility complex, class II, DR alpha"
"208898_at","ATP6V1D","ATPase H+ transporting V1 subunit D"
"208900_s_at","TOP1","DNA topoisomerase I"
"208902_s_at","RPS28","ribosomal protein S28"
"208905_at","CYCS","cytochrome c, somatic"
"208906_at","BSCL2","BSCL2 lipid droplet biogenesis associated, seipin"
"208906_at","HNRNPUL2-BSCL2","HNRNPUL2-BSCL2 readthrough (NMD candidate)"
"208907_s_at","MRPS18B","mitochondrial ribosomal protein S18B"
"208909_at","UQCRFS1","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
"208910_s_at","C1QBP","complement C1q binding protein"
"208911_s_at","PDHB","pyruvate dehydrogenase E1 subunit beta"
"208912_s_at","CNP","2',3'-cyclic nucleotide 3' phosphodiesterase"
"208913_at","GGA2","golgi associated, gamma adaptin ear containing, ARF binding protein 2"
"208916_at","SLC1A5","solute carrier family 1 member 5"
"208917_x_at","NADK","NAD kinase"
"208920_at","SRI","sorcin"
"208922_s_at","NXF1","nuclear RNA export factor 1"
"208923_at","CYFIP1","cytoplasmic FMR1 interacting protein 1"
"208924_at","RNF11","ring finger protein 11"
"208925_at","CLDND1","claudin domain containing 1"
"208926_at","NEU1","neuraminidase 1"
"208928_at","POR","cytochrome p450 oxidoreductase"
"208929_x_at","RPL13","ribosomal protein L13"
"208930_s_at","ILF3","interleukin enhancer binding factor 3"
"208932_at","PPP4C","protein phosphatase 4 catalytic subunit"
"208933_s_at","LGALS8","galectin 8"
"208937_s_at","ID1","inhibitor of DNA binding 1"
"208938_at","PRCC","proline rich mitotic checkpoint control factor"
"208939_at","SEPHS1","selenophosphate synthetase 1"
"208942_s_at","SEC62","SEC62 homolog, preprotein translocation factor"
"208945_s_at","BECN1","beclin 1"
"208947_s_at","UPF1","UPF1 RNA helicase and ATPase"
"208949_s_at","LGALS3","galectin 3"
"208950_s_at","ALDH7A1","aldehyde dehydrogenase 7 family member A1"
"208952_s_at","LARP4B","La ribonucleoprotein 4B"
"208955_at","DUT","deoxyuridine triphosphatase"
"208957_at","ERP44","endoplasmic reticulum protein 44"
"208960_s_at","KLF6","KLF transcription factor 6"
"208962_s_at","FADS1","fatty acid desaturase 1"
"208969_at","NDUFA9","NADH:ubiquinone oxidoreductase subunit A9"
"208970_s_at","UROD","uroporphyrinogen decarboxylase"
"208972_s_at","ATP5MC1","ATP synthase membrane subunit c locus 1"
"208973_at","ERI3","ERI1 exoribonuclease family member 3"
"208974_x_at","KPNB1","karyopherin subunit beta 1"
"208977_x_at","TUBB4B","tubulin beta 4B class IVb"
"208978_at","CRIP2","cysteine rich protein 2"
"208979_at","NCOA6","nuclear receptor coactivator 6"
"208980_s_at","UBC","ubiquitin C"
"208981_at","PECAM1","platelet and endothelial cell adhesion molecule 1"
"208984_x_at","RBM10","RNA binding motif protein 10"
"208986_at","TCF12","transcription factor 12"
"208987_s_at","KDM2A","lysine demethylase 2A"
"208991_at","STAT3","signal transducer and activator of transcription 3"
"208993_s_at","PPIG","peptidylprolyl isomerase G"
"208996_s_at","POLR2C","RNA polymerase II subunit C"
"208997_s_at","UCP2","uncoupling protein 2"
"208999_at","SEPTIN8","septin 8"
"209001_s_at","ANAPC13","anaphase promoting complex subunit 13"
"209002_s_at","CALCOCO1","calcium binding and coiled-coil domain 1"
"209004_s_at","FBXL5","F-box and leucine rich repeat protein 5"
"209006_s_at","RSRP1","arginine and serine rich protein 1"
"209008_x_at","KRT8","keratin 8"
"209009_at","ESD","esterase D"
"209014_at","MAGED1","MAGE family member D1"
"209016_s_at","KRT7","keratin 7"
"209017_s_at","LONP1","lon peptidase 1, mitochondrial"
"209018_s_at","PINK1","PTEN induced kinase 1"
"209020_at","OSER1","oxidative stress responsive serine rich 1"
"209024_s_at","SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein"
"209026_x_at","TUBB","tubulin beta class I"
"209027_s_at","ABI1","abl interactor 1"
"209029_at","COPS7A","COP9 signalosome subunit 7A"
"209030_s_at","CADM1","cell adhesion molecule 1"
"209033_s_at","DYRK1A","dual specificity tyrosine phosphorylation regulated kinase 1A"
"209034_at","PNRC1","proline rich nuclear receptor coactivator 1"
"209035_at","MDK","midkine"
"209036_s_at","MDH2","malate dehydrogenase 2"
"209040_s_at","PSMB8","proteasome 20S subunit beta 8"
"209041_s_at","UBE2G2","ubiquitin conjugating enzyme E2 G2"
"209043_at","PAPSS1","3'-phosphoadenosine 5'-phosphosulfate synthase 1"
"209044_x_at","SF3B4","splicing factor 3b subunit 4"
"209046_s_at","GABARAPL2","GABA type A receptor associated protein like 2"
"209050_s_at","RALGDS","ral guanine nucleotide dissociation stimulator"
"209052_s_at","NSD2","nuclear receptor binding SET domain protein 2"
"209055_s_at","CDC5L","cell division cycle 5 like"
"209058_at","EDF1","endothelial differentiation related factor 1"
"209069_s_at","H3-3B","H3.3 histone B"
"209070_s_at","RGS5","regulator of G protein signaling 5"
"209075_s_at","ISCU","iron-sulfur cluster assembly enzyme"
"209076_s_at","WDR45B","WD repeat domain 45B"
"209077_at","TXN2","thioredoxin 2"
"209081_s_at","COL18A1","collagen type XVIII alpha 1 chain"
"209083_at","CORO1A","coronin 1A"
"209086_x_at","MCAM","melanoma cell adhesion molecule"
"209090_s_at","SH3GLB1","SH3 domain containing GRB2 like, endophilin B1"
"209092_s_at","GLOD4","glyoxalase domain containing 4"
"209093_s_at","GBA1","glucosylceramidase beta 1"
"209093_s_at","GBA1LP","glucosylceramidase beta 1 like, pseudogene"
"209094_at","DDAH1","dimethylarginine dimethylaminohydrolase 1"
"209095_at","DLD","dihydrolipoamide dehydrogenase"
"209096_at","UBE2V2","ubiquitin conjugating enzyme E2 V2"
"209097_s_at","JAG1","jagged canonical Notch ligand 1"
"209100_at","IFRD2","interferon related developmental regulator 2"
"209101_at","CCN2","cellular communication network factor 2"
"209103_s_at","UFD1","ubiquitin recognition factor in ER associated degradation 1"
"209104_s_at","NHP2","NHP2 ribonucleoprotein"
"209105_at","NCOA1","nuclear receptor coactivator 1"
"209108_at","TSPAN6","tetraspanin 6"
"209110_s_at","RGL2","ral guanine nucleotide dissociation stimulator like 2"
"209111_at","RNF5","ring finger protein 5"
"209111_at","RNF5P1","ring finger protein 5 pseudogene 1"
"209112_at","CDKN1B","cyclin dependent kinase inhibitor 1B"
"209113_s_at","HMG20B","high mobility group 20B"
"209114_at","TSPAN1","tetraspanin 1"
"209115_at","UBA3","ubiquitin like modifier activating enzyme 3"
"209116_x_at","HBB","hemoglobin subunit beta"
"209117_at","WBP2","WW domain binding protein 2"
"209118_s_at","TUBA1A","tubulin alpha 1a"
"209119_x_at","NR2F2","nuclear receptor subfamily 2 group F member 2"
"209122_at","PLIN2","perilipin 2"
"209123_at","QDPR","quinoid dihydropteridine reductase"
"209124_at","MYD88","MYD88 innate immune signal transduction adaptor"
"209125_at","KRT6A","keratin 6A"
"209126_x_at","KRT6B","keratin 6B"
"209129_at","TRIP6","thyroid hormone receptor interactor 6"
"209130_at","SNAP23","synaptosome associated protein 23"
"209136_s_at","USP10","ubiquitin specific peptidase 10"
"209138_x_at","IGLC1","immunoglobulin lambda constant 1"
"209138_x_at","IGLJ3","immunoglobulin lambda joining 3"
"209139_s_at","PRKRA","protein activator of interferon induced protein kinase EIF2AK2"
"209141_at","UBE2G1","ubiquitin conjugating enzyme E2 G1"
"209141_at","LOC103021295","uncharacterized LOC103021295"
"209143_s_at","CLNS1A","chloride nucleotide-sensitive channel 1A"
"209146_at","MSMO1","methylsterol monooxygenase 1"
"209147_s_at","PLPP1","phospholipid phosphatase 1"
"209148_at","RXRB","retinoid X receptor beta"
"209149_s_at","TM9SF1","transmembrane 9 superfamily member 1"
"209150_s_at","IPO4","importin 4"
"209151_x_at","TCF3","transcription factor 3"
"209154_at","TAX1BP3","Tax1 binding protein 3"
"209154_at","P2RX5-TAX1BP3","P2RX5-TAX1BP3 readthrough (NMD candidate)"
"209155_s_at","NT5C2","5'-nucleotidase, cytosolic II"
"209156_s_at","COL6A2","collagen type VI alpha 2 chain"
"209157_at","DNAJA2","DnaJ heat shock protein family (Hsp40) member A2"
"209158_s_at","CYTH2","cytohesin 2"
"209159_s_at","NDRG4","NDRG family member 4"
"209160_at","AKR1C3","aldo-keto reductase family 1 member C3"
"209161_at","PRPF4","pre-mRNA splicing tri-snRNP complex factor PRPF4"
"209165_at","AATF","apoptosis antagonizing transcription factor"
"209166_s_at","MAN2B1","mannosidase alpha class 2B member 1"
"209167_at","GPM6B","glycoprotein M6B"
"209171_at","ITPA","inosine triphosphatase"
"209173_at","AGR2","anterior gradient 2, protein disulphide isomerase family member"
"209174_s_at","QRICH1","glutamine rich 1"
"209175_at","SEC23IP","SEC23 interacting protein"
"209177_at","NDUFAF3","NADH:ubiquinone oxidoreductase complex assembly factor 3"
"209178_at","DHX38","DEAH-box helicase 38"
"209180_at","RABGGTB","Rab geranylgeranyltransferase subunit beta"
"209182_s_at","DEPP1","DEPP autophagy regulator 1"
"209184_s_at","IRS2","insulin receptor substrate 2"
"209186_at","ATP2A2","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2"
"209189_at","FOS","Fos proto-oncogene, AP-1 transcription factor subunit"
"209190_s_at","DIAPH1","diaphanous related formin 1"
"209191_at","TUBB6","tubulin beta 6 class V"
"209193_at","PIM1","Pim-1 proto-oncogene, serine/threonine kinase"
"209194_at","CETN2","centrin 2"
"209195_s_at","ADCY6","adenylate cyclase 6"
"209196_at","WDR46","WD repeat domain 46"
"209197_at","SYT11","synaptotagmin 11"
"209201_x_at","CXCR4","C-X-C motif chemokine receptor 4"
"209202_s_at","EXTL3","exostosin like glycosyltransferase 3"
"209203_s_at","BICD2","BICD cargo adaptor 2"
"209204_at","LMO4","LIM domain only 4"
"209206_at","SEC22B","SEC22 homolog B, vesicle trafficking protein"
"209206_at","SEC22B3P","SEC22 homolog B3, pseudogene"
"209206_at","SEC22B2P","SEC22 homolog B2, pseudogene"
"209206_at","SEC22B4P","SEC22 homolog B4, pseudogene"
"209208_at","MPDU1","mannose-P-dolichol utilization defect 1"
"209209_s_at","FERMT2","FERM domain containing kindlin 2"
"209211_at","KLF5","KLF transcription factor 5"
"209213_at","CBR1","carbonyl reductase 1"
"209214_s_at","EWSR1","EWS RNA binding protein 1"
"209215_at","MFSD10","major facilitator superfamily domain containing 10"
"209216_at","WDR45","WD repeat domain 45"
"209218_at","SQLE","squalene epoxidase"
"209219_at","NELFE","negative elongation factor complex member E"
"209220_at","GPC3","glypican 3"
"209221_s_at","OSBPL2","oxysterol binding protein like 2"
"209223_at","NDUFA2","NADH:ubiquinone oxidoreductase subunit A2"
"209227_at","TUSC3","tumor suppressor candidate 3"
"209229_s_at","PPP6R1","protein phosphatase 6 regulatory subunit 1"
"209230_s_at","NUPR1","nuclear protein 1, transcriptional regulator"
"209231_s_at","DCTN5","dynactin subunit 5"
"209233_at","EMG1","EMG1 N1-specific pseudouridine methyltransferase"
"209234_at","KIF1B","kinesin family member 1B"
"209235_at","CLCN7","chloride voltage-gated channel 7"
"209236_at","SLC23A2","solute carrier family 23 member 2"
"209238_at","STX3","syntaxin 3"
"209239_at","NFKB1","nuclear factor kappa B subunit 1"
"209241_x_at","MINK1","misshapen like kinase 1"
"209242_at","PEG3","paternally expressed 3"
"209244_s_at","KIF1C","kinesin family member 1C"
"209245_s_at","LOC105371501","uncharacterized LOC105371501"
"209248_at","GHITM","growth hormone inducible transmembrane protein"
"209251_x_at","TUBA1C","tubulin alpha 1c"
"209252_at","HARS2","histidyl-tRNA synthetase 2, mitochondrial"
"209254_at","KLHDC10","kelch domain containing 10"
"209257_s_at","SMC3","structural maintenance of chromosomes 3"
"209260_at","SFN","stratifin"
"209261_s_at","NR2F6","nuclear receptor subfamily 2 group F member 6"
"209263_x_at","TSPAN4","tetraspanin 4"
"209265_s_at","METTL3","methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit"
"209266_s_at","SLC39A8","solute carrier family 39 member 8"
"209270_at","LAMB3","laminin subunit beta 3"
"209273_s_at","ISCA1","iron-sulfur cluster assembly 1"
"209275_s_at","CLN3","CLN3 lysosomal/endosomal transmembrane protein, battenin"
"209277_at","TFPI2","tissue factor pathway inhibitor 2"
"209279_s_at","NSDHL","NAD(P) dependent steroid dehydrogenase-like"
"209280_at","MRC2","mannose receptor C-type 2"
"209281_s_at","ATP2B1","ATPase plasma membrane Ca2+ transporting 1"
"209282_at","PRKD2","protein kinase D2"
"209283_at","CRYAB","crystallin alpha B"
"209284_s_at","TASOR","transcription activation suppressor"
"209286_at","CDC42EP3","CDC42 effector protein 3"
"209289_at","NFIB","nuclear factor I B"
"209291_at","ID4","inhibitor of DNA binding 4"
"209294_x_at","TNFRSF10B","TNF receptor superfamily member 10b"
"209296_at","PPM1B","protein phosphatase, Mg2+/Mn2+ dependent 1B"
"209300_s_at","NECAP1","NECAP endocytosis associated 1"
"209301_at","CA2","carbonic anhydrase 2"
"209302_at","POLR2H","RNA polymerase II, I and III subunit H"
"209303_at","NDUFS4","NADH:ubiquinone oxidoreductase subunit S4"
"209306_s_at","SWAP70","switching B cell complex subunit SWAP70"
"209308_s_at","BNIP2","BCL2 interacting protein 2"
"209309_at","AZGP1","alpha-2-glycoprotein 1, zinc-binding"
"209310_s_at","CASP4","caspase 4"
"209311_at","BCL2L2","BCL2 like 2"
"209313_at","GPN1","GPN-loop GTPase 1"
"209314_s_at","HBS1L","HBS1 like translational GTPase"
"209320_at","ADCY3","adenylate cyclase 3"
"209322_s_at","SH2B1","SH2B adaptor protein 1"
"209323_at","THAP12","THAP domain containing 12"
"209324_s_at","RGS16","regulator of G protein signaling 16"
"209328_x_at","HIGD2A","HIG1 hypoxia inducible domain family member 2A"
"209333_at","ULK1","unc-51 like autophagy activating kinase 1"
"209336_at","LOC102724159","periodic tryptophan protein 2 homolog"
"209336_at","PWP2","PWP2 small subunit processome component"
"209339_at","SIAH2","siah E3 ubiquitin protein ligase 2"
"209340_at","UAP1","UDP-N-acetylglucosamine pyrophosphorylase 1"
"209341_s_at","IKBKB","inhibitor of nuclear factor kappa B kinase subunit beta"
"209343_at","EFHD1","EF-hand domain family member D1"
"209344_at","TPM4","tropomyosin 4"
"209345_s_at","PI4K2A","phosphatidylinositol 4-kinase type 2 alpha"
"209350_s_at","GPS2","G protein pathway suppressor 2"
"209351_at","KRT14","keratin 14"
"209352_s_at","SIN3B","SIN3 transcription regulator family member B"
"209353_s_at","FAM163A","family with sequence similarity 163 member A"
"209354_at","TNFRSF14","TNF receptor superfamily member 14"
"209355_s_at","PLPP3","phospholipid phosphatase 3"
"209358_at","TAF11","TATA-box binding protein associated factor 11"
"209361_s_at","PCBP4","poly(rC) binding protein 4"
"209362_at","MED21","mediator complex subunit 21"
"209365_s_at","ECM1","extracellular matrix protein 1"
"209367_at","STXBP2","syntaxin binding protein 2"
"209368_at","EPHX2","epoxide hydrolase 2"
"209369_at","ANXA3","annexin A3"
"209370_s_at","SH3BP2","SH3 domain binding protein 2"
"209372_x_at","TUBB2B","tubulin beta 2B class IIb"
"209373_at","MALL","mal, T cell differentiation protein like"
"209374_s_at","IGHM","immunoglobulin heavy constant mu"
"209375_at","XPC","XPC complex subunit, DNA damage recognition and repair factor"
"209377_s_at","HMGN3","high mobility group nucleosomal binding domain 3"
"209378_s_at","CCSER2","coiled-coil serine rich protein 2"
"209380_s_at","ABCC5","ATP binding cassette subfamily C member 5"
"209381_x_at","SF3A2","splicing factor 3a subunit 2"
"209382_at","POLR3C","RNA polymerase III subunit C"
"209383_at","DDIT3","DNA damage inducible transcript 3"
"209384_at","PLPBP","pyridoxal phosphate binding protein"
"209386_at","TM4SF1","transmembrane 4 L six family member 1"
"209388_at","PAPOLA","poly(A) polymerase alpha"
"209390_at","TSC1","TSC complex subunit 1"
"209391_at","DPM2","dolichyl-phosphate mannosyltransferase subunit 2, regulatory"
"209392_at","ENPP2","ectonucleotide pyrophosphatase/phosphodiesterase 2"
"209393_s_at","EIF4E2","eukaryotic translation initiation factor 4E family member 2"
"209394_at","ASMTL","acetylserotonin O-methyltransferase like"
"209395_at","CHI3L1","chitinase 3 like 1"
"209397_at","ME2","malic enzyme 2"
"209398_at","H1-2","H1.2 linker histone, cluster member"
"209400_at","SLC12A4","solute carrier family 12 member 4"
"209403_at","TBC1D3E","TBC1 domain family member 3E"
"209403_at","TBC1D3F","TBC1 domain family member 3F"
"209403_at","TBC1D3B","TBC1 domain family member 3B"
"209403_at","TBC1D3C","TBC1 domain family member 3C"
"209403_at","TBC1D3","TBC1 domain family member 3"
"209403_at","TBC1D3H","TBC1 domain family member 3H"
"209403_at","TBC1D3G","TBC1 domain family member 3G"
"209403_at","TBC1D3K","TBC1 domain family member 3K"
"209403_at","TBC1D3L","TBC1 domain family member 3L"
"209403_at","TBC1D3D","TBC1 domain family member 3D"
"209403_at","TBC1D3I","TBC1 domain family member 3I"
"209404_s_at","TMED7","transmembrane p24 trafficking protein 7"
"209405_s_at","FAM3A","FAM3 metabolism regulating signaling molecule A"
"209406_at","BAG2","BAG cochaperone 2"
"209407_s_at","DEAF1","DEAF1 transcription factor"
"209408_at","KIF2C","kinesin family member 2C"
"209409_at","GRB10","growth factor receptor bound protein 10"
"209411_s_at","GGA3","golgi associated, gamma adaptin ear containing, ARF binding protein 3"
"209413_at","B4GALT2","beta-1,4-galactosyltransferase 2"
"209414_at","FZR1","fizzy and cell division cycle 20 related 1"
"209417_s_at","IFI35","interferon induced protein 35"
"209418_s_at","THOC5","THO complex subunit 5"
"209420_s_at","SMPD1","sphingomyelin phosphodiesterase 1"
"209421_at","MSH2","mutS homolog 2"
"209424_s_at","AMACR","alpha-methylacyl-CoA racemase"
"209424_s_at","C1QTNF3-AMACR","C1QTNF3-AMACR readthrough (NMD candidate)"
"209428_s_at","ZFPL1","zinc finger protein like 1"
"209429_x_at","EIF2B4","eukaryotic translation initiation factor 2B subunit delta"
"209430_at","BTAF1","B-TFIID TATA-box binding protein associated factor 1"
"209431_s_at","PATZ1","POZ/BTB and AT hook containing zinc finger 1"
"209432_s_at","CREB3","cAMP responsive element binding protein 3"
"209433_s_at","PPAT","phosphoribosyl pyrophosphate amidotransferase"
"209436_at","SPON1","spondin 1"
"209438_at","PHKA2","phosphorylase kinase regulatory subunit alpha 2"
"209441_at","RHOBTB2","Rho related BTB domain containing 2"
"209443_at","SERPINA5","serpin family A member 5"
"209444_at","RAP1GDS1","Rap1 GTPase-GDP dissociation stimulator 1"
"209447_at","SYNE1","spectrin repeat containing nuclear envelope protein 1"
"209449_at","LSM2","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated"
"209450_at","OSGEP","O-sialoglycoprotein endopeptidase"
"209452_s_at","VTI1B","vesicle transport through interaction with t-SNAREs 1B"
"209453_at","SLC9A1","solute carrier family 9 member A1"
"209454_s_at","TEAD3","TEA domain transcription factor 3"
"209455_at","FBXW11","F-box and WD repeat domain containing 11"
"209457_at","DUSP5","dual specificity phosphatase 5"
"209461_x_at","WDR18","WD repeat domain 18"
"209462_at","APLP1","amyloid beta precursor like protein 1"
"209463_s_at","TAF12","TATA-box binding protein associated factor 12"
"209464_at","AURKB","aurora kinase B"
"209467_s_at","MKNK1","MAPK interacting serine/threonine kinase 1"
"209468_at","LRP5","LDL receptor related protein 5"
"209469_at","GPM6A","glycoprotein M6A"
"209472_at","KYAT3","kynurenine aminotransferase 3"
"209475_at","USP15","ubiquitin specific peptidase 15"
"209477_at","EMD","emerin"
"209478_at","CENPX","centromere protein X"
"209479_at","CCDC28A","coiled-coil domain containing 28A"
"209480_at","HLA-DQB1","major histocompatibility complex, class II, DQ beta 1"
"209482_at","POP7","POP7 homolog, ribonuclease P/MRP subunit"
"209483_s_at","NSL1","NSL1 component of MIS12 kinetochore complex"
"209486_at","UTP3","UTP3 small subunit processome component"
"209493_at","PDZD2","PDZ domain containing 2"
"209495_at","CEP250","centrosomal protein 250"
"209496_at","RARRES2","retinoic acid receptor responder 2"
"209497_s_at","RBM4B","RNA binding motif protein 4B"
"209499_x_at","TNFSF13","TNF superfamily member 13"
"209499_x_at","TNFSF12-TNFSF13","TNFSF12-TNFSF13 readthrough"
"209501_at","CDR2","cerebellar degeneration related protein 2"
"209503_s_at","PSMC5","proteasome 26S subunit, ATPase 5"
"209504_s_at","PLEKHB1","pleckstrin homology domain containing B1"
"209505_at","NR2F1","nuclear receptor subfamily 2 group F member 1"
"209507_at","RPA3","replication protein A3"
"209509_s_at","DPAGT1","dolichyl-phosphate N-acetylglucosaminephosphotransferase 1"
"209510_at","RNF139","ring finger protein 139"
"209511_at","POLR2F","RNA polymerase II, I and III subunit F"
"209512_at","HSDL2","hydroxysteroid dehydrogenase like 2"
"209514_s_at","RAB27A","RAB27A, member RAS oncogene family"
"209516_at","SMYD5","SMYD family member 5"
"209517_s_at","ASH2L","ASH2 like, histone lysine methyltransferase complex subunit"
"209519_at","NCBP1","nuclear cap binding protein subunit 1"
"209521_s_at","AMOT","angiomotin"
"209523_at","TAF2","TATA-box binding protein associated factor 2"
"209524_at","HDGFL3","HDGF like 3"
"209527_at","EXOSC2","exosome component 2"
"209528_s_at","TELO2","telomere maintenance 2"
"209529_at","PLPP2","phospholipid phosphatase 2"
"209530_at","CACNB3","calcium voltage-gated channel auxiliary subunit beta 3"
"209531_at","GSTZ1","glutathione S-transferase zeta 1"
"209532_at","PLAA","phospholipase A2 activating protein"
"209536_s_at","EHD4","EH domain containing 4"
"209537_at","EXTL2","exostosin like glycosyltransferase 2"
"209538_at","ZNF32","zinc finger protein 32"
"209539_at","ARHGEF6","Rac/Cdc42 guanine nucleotide exchange factor 6"
"209540_at","IGF1","insulin like growth factor 1"
"209543_s_at","CD34","CD34 molecule"
"209544_at","RIPK2","receptor interacting serine/threonine kinase 2"
"209546_s_at","APOL1","apolipoprotein L1"
"209547_s_at","SUGP1","SURP and G-patch domain containing 1"
"209550_at","NDN","necdin, MAGE family member"
"209551_at","YIPF4","Yip1 domain family member 4"
"209553_at","VPS8","VPS8 subunit of CORVET complex"
"209556_at","NCDN","neurochondrin"
"209558_s_at","HIP1R","huntingtin interacting protein 1 related"
"209560_s_at","DLK1","delta like non-canonical Notch ligand 1"
"209561_at","THBS3","thrombospondin 3"
"209565_at","RNF113A","ring finger protein 113A"
"209566_at","INSIG2","insulin induced gene 2"
"209567_at","RRS1","ribosome biogenesis regulator 1 homolog"
"209568_s_at","RGL1","ral guanine nucleotide dissociation stimulator like 1"
"209569_x_at","NSG1","neuronal vesicle trafficking associated 1"
"209571_at","CIR1","corepressor interacting with RBPJ, CIR1"
"209572_s_at","EED","embryonic ectoderm development"
"209575_at","IL10RB","interleukin 10 receptor subunit beta"
